X,Y,Z,Normal_X,Normal_Y,Normal_Z,Feed_Rate,Is_Rapid
-134.240821,20.155582,36.653706,0.678088,0.718199,0.156165,50.00,False
-134.246113,20.463213,33.110434,0.677029,0.735190,-0.033582,50.00,False
-134.196610,19.905880,29.819141,0.686930,0.705848,-0.172932,50.00,False
-134.147561,19.042217,27.020142,0.696740,0.684714,-0.213824,50.00,False
-134.195095,18.301461,24.463941,0.687233,0.696571,-0.206157,50.00,False
-134.398517,17.755354,21.872844,0.646548,0.734682,-0.205468,50.00,False
-134.803018,17.235735,19.018314,0.565648,0.783424,-0.257467,50.00,False
-135.409445,16.328582,15.760213,0.444363,0.806413,-0.390179,50.00,False
-136.156962,14.556789,12.257818,0.294859,0.765611,-0.571750,50.00,False
-137.286124,11.602045,8.759076,0.069027,0.654861,-0.752591,50.00,False
-138.859336,7.083026,5.806683,-0.245615,0.510324,-0.824162,50.00,False
-133.426846,7.257189,5.510332,0.840883,0.400048,-0.364524,50.00,False
-140.842383,1.753118,2.221295,-0.642225,0.578024,-0.503424,50.00,False
-139.769795,0.164085,-2.056389,-0.427707,0.333734,-0.840053,50.00,False
-136.065142,0.334194,4.188859,0.313223,0.202198,0.927905,50.00,False
-137.949719,-0.812350,-7.588166,-0.063692,0.412799,-0.908592,50.00,False
-133.653572,1.917637,-4.330579,0.795537,0.546410,0.261833,50.00,False
-137.685130,4.655557,-5.537245,-0.010774,0.841976,0.539407,50.00,False
-135.504548,5.786632,-8.353049,0.425342,0.757566,0.495155,50.00,False
-135.760400,7.567184,-10.645472,0.374172,0.742515,0.555578,50.00,False
-136.235266,9.693193,-13.233133,0.279199,0.782209,0.556953,50.00,False
-136.541736,11.699409,-16.163965,0.217905,0.844226,0.489695,50.00,False
-136.503242,13.272881,-19.370406,0.225603,0.902321,0.367314,50.00,False
-136.061114,14.202040,-22.589819,0.314029,0.917964,0.242339,50.00,False
-135.428601,14.588786,-25.407272,0.440532,0.875685,0.197757,50.00,False
-134.996520,14.935652,-27.715408,0.526948,0.810729,0.255037,50.00,False
-134.913400,15.705943,-29.862519,0.543572,0.765398,0.344523,50.00,False
-134.952864,16.902603,-32.211849,0.535679,0.747098,0.393565,50.00,False
-134.888704,18.197223,-34.640462,0.548511,0.719041,0.426750,50.00,False
-135.004363,19.746162,-36.858685,0.525379,0.686993,0.502013,50.00,False
-135.302449,21.769623,-39.149942,0.465762,0.682985,0.562670,50.00,False
-135.502535,23.981895,-41.632028,0.425745,0.690166,0.585160,50.00,False
-135.642709,26.207084,-44.121001,0.397710,0.688665,0.606273,50.00,False
-135.852559,28.522406,-46.540099,0.355740,0.679783,0.641362,50.00,False
-136.157843,31.019037,-48.938070,0.294683,0.670703,0.680675,50.00,False
-136.524052,33.705871,-51.372525,0.221441,0.665608,0.712692,50.00,False
-136.910148,36.531360,-53.871876,0.144222,0.666162,0.731730,50.00,False
-137.286348,39.418443,-56.442112,0.068982,0.672812,0.736590,50.00,False
-137.635010,42.287297,-59.078847,-0.000750,0.685416,0.728151,50.00,False
-137.947058,45.067082,-61.774790,-0.063160,0.703513,0.707870,50.00,False
-138.218396,47.700475,-64.523115,-0.117427,0.726449,0.677113,50.00,False
-138.447339,50.144054,-67.318382,-0.163216,0.753414,0.636968,50.00,False
-138.633091,52.366701,-70.156335,-0.200366,0.783438,0.588285,50.00,False
-138.775125,54.347348,-73.033259,-0.228773,0.815379,0.531808,50.00,False
-138.873013,56.072712,-75.945134,-0.248351,0.847926,0.468341,50.00,False
-138.926644,57.535545,-78.886969,-0.259077,0.879644,0.398881,50.00,False
-138.936663,58.733356,-81.852231,-0.261081,0.909056,0.324737,50.00,False
-138.904922,59.667776,-84.832805,-0.254733,0.934794,0.247530,50.00,False
-135.178381,60.843306,-85.013364,-0.309424,0.927124,0.211418,200.00,True
-135.178381,60.843306,-85.013364,-0.309424,0.927124,0.211418,50.00,False
-135.253737,59.976205,-81.992865,-0.324496,0.898179,0.296610,50.00,False
-135.282590,58.811135,-78.985145,-0.330266,0.864348,0.379246,50.00,False
-135.262284,57.340919,-76.000076,-0.326205,0.827296,0.457352,50.00,False
-135.191889,55.561792,-73.045125,-0.312126,0.788845,0.529435,50.00,False
-135.071393,53.473870,-70.125435,-0.288027,0.750768,0.594465,50.00,False
-134.900824,51.082354,-67.244375,-0.253913,0.714651,0.651769,50.00,False
-134.679497,48.399984,-64.404656,-0.209648,0.681851,0.700805,50.00,False
-134.405503,45.450565,-61.609627,-0.154849,0.653517,0.740903,50.00,False
-134.075744,42.273620,-58.864820,-0.088897,0.630653,0.770956,50.00,False
-133.686790,38.929754,-56.179611,-0.011106,0.614177,0.789090,50.00,False
-133.237378,35.505624,-53.568707,0.078776,0.604942,0.792363,50.00,False
-132.733869,32.115926,-51.052085,0.179478,0.603656,0.776780,50.00,False
-132.200393,28.897715,-48.649634,0.286173,0.610677,0.738362,50.00,False
-131.694865,25.989743,-46.361539,0.387279,0.625769,0.677074,50.00,False
-131.331860,23.481871,-44.114207,0.459880,0.647529,0.607632,50.00,False
-131.288195,21.263379,-41.651779,0.468613,0.665280,0.581210,50.00,False
-131.437462,18.707961,-38.771236,0.438759,0.632394,0.638411,50.00,False
-130.662334,15.701887,-36.583371,0.593785,0.580591,0.557076,50.00,False
-130.163814,14.621963,-35.704874,0.693489,0.687993,0.213868,50.00,False
-130.960747,14.033876,-32.211332,0.534103,0.748171,0.393668,50.00,False
-130.567700,12.426821,-29.959280,0.612712,0.720311,0.325171,50.00,False
-130.708353,12.233091,-28.832253,0.584581,0.810717,0.031668,50.00,False
-132.067229,13.149000,-27.393158,0.312806,0.928646,-0.199420,50.00,False
-133.898152,13.957746,-24.174971,-0.053379,0.995777,-0.074691,50.00,False
-134.858044,13.445652,-19.984070,-0.245357,0.938072,0.244581,50.00,False
-135.064622,11.758807,-16.175779,-0.286673,0.824819,0.487332,50.00,False
-134.961419,9.473055,-12.947618,-0.266032,0.743076,0.614056,50.00,False
-134.800530,7.199807,-10.272746,-0.233854,0.740444,0.630123,50.00,False
-135.045839,5.991945,-8.797772,-0.282916,0.868880,0.406210,50.00,False
-136.511606,4.988956,-10.164217,-0.576069,0.720526,-0.385987,50.00,False
-137.607214,8.287397,-7.896366,-0.795191,0.404941,-0.451325,50.00,False
-130.510368,3.215107,-1.156693,0.624178,0.683917,0.377702,50.00,False
-129.081328,7.570520,-2.305093,0.909986,0.185389,-0.370886,50.00,False
-130.635512,0.220912,6.062585,0.599149,0.163609,0.783742,50.00,False
-136.770261,9.330568,1.300985,-0.627800,0.365007,-0.687486,50.00,False
-137.380255,-1.760168,9.357033,-0.749799,0.523379,0.404816,50.00,False
-134.891291,6.513197,5.669320,-0.252006,0.459578,-0.851634,50.00,False
-132.559238,10.618522,8.945637,0.214404,0.665137,-0.715279,50.00,False
-133.238524,13.793207,12.455946,0.078547,0.843015,-0.532125,50.00,False
-132.391235,15.341173,16.954262,0.248005,0.956860,-0.151369,50.00,False
-131.000753,14.832272,20.597876,0.526101,0.848411,0.058446,50.00,False
-130.173253,14.001851,23.052117,0.691601,0.721640,0.030386,50.00,False
-129.800525,13.642642,25.217354,0.766147,0.640267,-0.055474,50.00,False
-129.617374,13.759367,27.330821,0.802777,0.576662,-0.151689,50.00,False
-129.668720,14.633740,29.556508,0.792508,0.566657,-0.225459,50.00,False
-129.744399,15.717677,32.870852,0.777372,0.623739,-0.081498,50.00,False
-129.855338,15.494084,36.851963,0.755184,0.625582,0.195816,50.00,False
-129.938342,13.845420,40.328433,0.738583,0.562103,0.372203,50.00,False
-129.759090,11.792274,42.855525,0.774434,0.521131,0.358713,50.00,False
-129.566871,10.278332,44.898129,0.812878,0.526843,0.248326,50.00,False
-129.498803,9.544294,46.785734,0.826491,0.552699,0.106939,50.00,False
-129.566905,9.528896,48.661683,0.812871,0.581282,-0.036779,50.00,False
-129.739453,10.101838,50.599277,0.778361,0.604875,-0.168168,50.00,False
-129.971851,11.139695,52.631622,0.731882,0.620975,-0.280607,50.00,False
-130.225806,12.547219,54.762107,0.681091,0.629821,-0.373417,50.00,False
-130.477387,14.257572,56.978062,0.630774,0.632773,-0.449134,50.00,False
-130.715564,16.225679,59.262364,0.583139,0.631381,-0.511182,50.00,False
-130.937398,18.421111,61.599503,0.538772,0.627006,-0.562662,50.00,False
-131.143798,20.822474,63.977526,0.497492,0.620732,-0.605965,50.00,False
-127.516990,17.870589,63.722728,0.422854,0.624215,-0.656924,200.00,True
-127.516990,17.870589,63.722728,0.422854,0.624215,-0.656924,50.00,False
-127.344908,15.285332,61.299164,0.457270,0.634911,-0.622729,50.00,False
-127.157974,12.885384,58.902741,0.494657,0.644439,-0.583106,50.00,False
-126.948145,10.678451,56.543448,0.536623,0.651674,-0.536057,50.00,False
-126.705712,8.677472,54.238704,0.585109,0.655034,-0.478098,50.00,False
-126.423184,6.907407,52.016777,0.641615,0.652271,-0.403576,50.00,False
-126.105521,5.416351,49.917015,0.705148,0.640292,-0.304620,50.00,False
-125.787383,4.291943,47.977111,0.768775,0.615480,-0.173693,50.00,False
-125.542494,3.679010,46.193839,0.817753,0.575456,-0.011440,50.00,False
-125.444247,3.771809,44.479017,0.837402,0.521244,0.164504,50.00,False
-125.503900,4.773696,42.731732,0.825472,0.455050,0.333954,50.00,False
-125.697077,7.136813,40.635921,0.786837,0.439082,0.433700,50.00,False
-125.255829,8.824585,35.584924,0.875086,0.480529,-0.057591,50.00,False
-124.900671,6.923728,33.028864,0.946118,0.319956,-0.049896,50.00,False
-124.890642,5.073798,30.020854,0.948123,0.288933,-0.132590,50.00,False
-125.994908,8.092176,29.334370,0.727270,0.639583,0.249021,50.00,False
-125.952708,8.918128,26.281973,0.735710,0.658741,0.157450,50.00,False
-126.294897,9.684570,24.729680,0.667272,0.648741,0.365899,50.00,False
-128.296366,12.056494,23.590537,0.266979,0.705055,0.656978,50.00,False
-131.238075,14.765596,20.227836,-0.321363,0.802103,0.503346,50.00,False
-133.117652,14.770589,14.120337,-0.697279,0.688552,-0.199246,50.00,False
-132.690466,11.377393,9.303891,-0.611841,0.459775,-0.643628,50.00,False
-129.621712,9.158837,7.030413,0.001909,0.815030,-0.579416,50.00,False
-127.066257,9.577195,11.152416,0.513000,0.391533,0.763893,50.00,False
-133.373536,11.886200,1.758881,-0.748455,0.291050,-0.595906,50.00,False
-131.966061,-6.363149,-2.215049,-0.466960,0.148120,-0.871785,50.00,False
-128.201506,-3.787129,4.302695,0.285951,0.120229,0.950672,50.00,False
-126.961707,4.125794,-7.081007,0.533910,0.251856,-0.807161,50.00,False
-132.273035,9.679235,-2.194231,-0.528355,0.495962,0.689102,50.00,False
-128.679695,6.129991,-12.121638,0.190313,0.599433,-0.777471,50.00,False
-132.184493,6.904730,-8.012826,-0.510647,0.649651,0.563199,50.00,False
-132.651889,9.079768,-10.630084,-0.604126,0.568275,0.558655,50.00,False
-132.730897,11.670875,-13.656606,-0.619928,0.626627,0.472259,50.00,False
-132.608193,13.782053,-17.065436,-0.595387,0.741476,0.309400,50.00,False
-132.193300,14.957189,-21.104529,-0.512408,0.858498,0.020490,50.00,False
-131.451761,14.320744,-25.816973,-0.364100,0.839612,-0.403091,50.00,False
-130.494520,10.970789,-30.273826,-0.172652,0.607213,-0.775554,50.00,False
-125.841426,7.665679,-30.520789,0.757967,0.576044,-0.306039,50.00,False
-131.459708,10.262184,-28.592231,-0.365690,0.712722,0.598580,50.00,False
-125.101922,5.698632,-32.880911,0.905867,0.334564,0.259752,50.00,False
-130.621694,8.924268,-40.743462,-0.198087,0.574947,-0.793850,50.00,False
-127.822371,11.205433,-35.166610,0.361778,0.403482,0.840428,50.00,False
-126.323562,15.639887,-39.719233,0.661539,0.600778,0.448811,50.00,False
-126.136214,17.115172,-42.337615,0.699009,0.560546,0.444043,50.00,False
-126.917938,19.623007,-43.990755,0.542664,0.552887,0.632323,50.00,False
-127.741621,22.873255,-45.987962,0.377928,0.540355,0.751789,50.00,False
-128.528608,26.658054,-48.245608,0.220530,0.529463,0.819168,50.00,False
-129.219922,30.760895,-50.705099,0.082267,0.526513,0.846177,50.00,False
-129.796768,34.955527,-53.303254,-0.033102,0.533021,0.845454,50.00,False
-130.268582,39.058193,-55.992691,-0.127465,0.548355,0.826474,50.00,False
-130.652222,42.941176,-58.745257,-0.204193,0.571392,0.794869,50.00,False
-130.962650,46.524726,-61.546383,-0.266278,0.601046,0.753552,50.00,False
-131.210443,49.764049,-64.389570,-0.315837,0.636303,0.703822,50.00,False
-131.401820,52.637758,-67.272602,-0.354112,0.676113,0.646123,50.00,False
-131.539468,55.139170,-70.194958,-0.381642,0.719235,0.580560,50.00,False
-131.623636,57.270218,-73.155908,-0.398475,0.764125,0.507278,50.00,False
-131.653342,59.037540,-76.152912,-0.404417,0.808889,0.426785,50.00,False
-131.627837,60.450323,-79.180394,-0.399316,0.851360,0.340196,50.00,False
-131.548035,61.519643,-82.229140,-0.383355,0.889304,0.249355,50.00,False
-131.417631,62.258938,-85.286646,-0.357274,0.920750,0.156762,50.00,False
-127.589988,63.875783,-85.664152,-0.391746,0.916478,0.081260,200.00,True
-127.589988,63.875783,-85.664152,-0.391746,0.916478,0.081260,50.00,False
-127.786795,63.338226,-82.575843,-0.431107,0.884161,0.180014,50.00,False
-127.930065,62.444811,-79.489544,-0.459761,0.843286,0.278366,50.00,False
-128.014129,61.176102,-76.421798,-0.476574,0.796079,0.373008,50.00,False
-128.037921,59.514280,-73.385104,-0.481332,0.745247,0.461439,50.00,False
-128.003666,57.441230,-70.386831,-0.474481,0.693471,0.542185,50.00,False
-127.914882,54.937742,-67.429543,-0.456724,0.643042,0.614735,50.00,False
-127.774342,51.984289,-64.512325,-0.428617,0.595717,0.679271,50.00,False
-127.582241,48.563812,-61.632438,-0.390196,0.552765,0.736341,50.00,False
-127.334504,44.666741,-58.787059,-0.340649,0.515133,0.786509,50.00,False
-127.020784,40.299591,-55.975310,-0.277905,0.483685,0.829951,50.00,False
-126.622019,35.499419,-53.201523,-0.198152,0.459484,0.865800,50.00,False
-126.107422,30.358187,-50.481630,-0.095233,0.444162,0.890871,50.00,False
-125.435100,25.061139,-47.856493,0.039232,0.440305,0.896991,50.00,False
-124.577886,19.933553,-45.411730,0.210675,0.451515,0.867036,50.00,False
-123.666354,15.433111,-43.232488,0.392981,0.480570,0.783976,50.00,False
-123.388611,11.763121,-40.910774,0.448530,0.516508,0.729411,50.00,False
-122.192687,7.929994,-38.962799,0.687714,0.408572,0.600098,50.00,False
-130.392618,5.668919,-39.672246,-0.952272,0.299156,-0.060699,50.00,False
-130.121176,1.659787,-38.636011,-0.897983,0.234465,-0.372360,50.00,False
-127.898335,12.523426,-30.536445,-0.453415,0.513313,0.728646,50.00,False
-121.417921,1.068938,-29.864396,0.842668,0.414094,0.344147,50.00,False
-121.961479,8.496443,-28.201966,0.733956,0.660629,0.157726,50.00,False
-123.332795,7.452211,-30.562820,0.459693,0.306929,-0.833353,50.00,False
-124.505450,13.840732,-27.418638,0.225162,0.652656,-0.723424,50.00,False
-126.787250,16.866520,-23.522738,-0.231198,0.855592,-0.463152,50.00,False
-128.788550,17.307756,-19.072294,-0.631458,0.769936,-0.091971,50.00,False
-129.415288,16.241462,-14.922780,-0.756806,0.615852,0.219024,50.00,False
-129.344574,14.203774,-11.296750,-0.742663,0.517255,0.425322,50.00,False
-128.867195,11.463638,-7.933135,-0.647187,0.495731,0.579137,50.00,False
-125.881103,7.068224,-3.554789,-0.049969,0.348707,0.935899,50.00,False
-129.496112,1.867652,-2.805878,-0.772971,0.285105,0.566773,50.00,False
-127.762017,0.220944,-7.518529,-0.426151,0.134050,-0.894665,50.00,False
-127.829240,5.222876,3.998074,-0.439596,0.122898,0.889748,50.00,False
-124.700563,-3.277073,-2.664387,0.186139,0.201438,-0.961652,50.00,False
-123.108590,13.662766,2.148108,0.504534,0.690694,-0.518061,50.00,False
-126.247665,-1.577863,12.173720,-0.123281,0.217900,0.968154,50.00,False
-126.019758,3.694368,5.011421,-0.077700,0.165084,-0.983214,50.00,False
-127.245511,15.962707,8.202966,-0.322850,0.386775,-0.863813,50.00,False
-129.619575,19.367464,15.596994,-0.797663,0.595400,0.096085,50.00,False
-128.100752,15.977758,21.458630,-0.493899,0.440803,0.749504,50.00,False
-126.397946,10.060093,24.866799,-0.153337,0.379899,0.912230,50.00,False
-123.627687,5.014930,26.690399,0.400714,0.514587,0.758042,50.00,False
-124.160786,5.798432,21.340026,0.294095,0.472279,-0.830940,50.00,False
-122.109619,4.852920,31.329644,0.704328,0.289689,0.648076,50.00,False
-122.930251,2.913484,34.734940,0.540202,0.227407,0.810227,50.00,False
-126.657370,0.393819,28.475868,-0.205222,0.187972,-0.960495,50.00,False
-127.792113,4.122849,40.149981,-0.432171,0.285456,0.855420,50.00,False
-129.748025,0.104762,37.994724,-0.823353,0.559600,-0.094539,50.00,False
-123.832368,0.995869,43.435534,0.359778,0.803247,0.474715,50.00,False
-122.250089,-0.508537,44.266314,0.676234,0.726521,0.121963,50.00,False
-122.398711,-0.270570,45.291465,0.646510,0.738373,-0.191915,50.00,False
-122.825363,0.764418,46.982138,0.561179,0.739041,-0.372688,50.00,False
-123.169000,2.236750,49.082649,0.492452,0.731563,-0.471493,50.00,False
-123.394247,3.978238,51.379466,0.447402,0.719604,-0.531038,50.00,False
-123.541423,5.918802,53.761677,0.417967,0.704555,-0.573503,50.00,False
-123.650207,8.038184,56.180588,0.396210,0.687450,-0.608629,50.00,False
-123.745978,10.336664,58.617261,0.377056,0.669305,-0.640202,50.00,False
-123.842265,12.819941,61.065536,0.357799,0.651007,-0.669455,50.00,False
-123.945058,15.492462,63.524321,0.337240,0.633253,-0.696606,50.00,False
-120.356780,13.715558,63.413531,0.254896,0.646844,-0.718764,200.00,True
-120.356780,13.715558,63.413531,0.254896,0.646844,-0.718764,50.00,False
-120.338380,11.080297,60.954287,0.258576,0.674302,-0.691705,50.00,False
-120.368288,8.682277,58.503740,0.252594,0.704806,-0.662907,50.00,False
-120.461019,6.516070,56.058829,0.234048,0.737941,-0.632981,50.00,False
-120.632797,4.567420,53.616713,0.199692,0.772736,-0.602496,50.00,False
-120.895096,2.812822,51.177865,0.147233,0.807386,-0.571358,50.00,False
-121.235405,1.230093,48.757923,0.079171,0.840218,-0.536439,50.00,False
-121.580903,-0.148555,46.429924,0.010071,0.875490,-0.483131,50.00,False
-121.755102,-1.094467,44.492201,-0.024768,0.935760,-0.351767,50.00,False
-121.441166,-1.295908,44.045632,0.038019,0.996242,0.077827,50.00,False
-120.712147,-1.751542,44.797208,0.183822,0.638848,0.747050,50.00,False
-121.802130,3.760697,43.322212,-0.034174,0.236796,0.970958,50.00,False
-122.880227,13.263280,37.079477,-0.249794,0.937746,0.241319,50.00,False
-119.958288,5.244776,28.716364,0.334594,0.235756,-0.912396,50.00,False
-117.108763,2.004286,32.606450,0.904499,0.184440,0.384529,50.00,False
-119.589959,-2.743503,23.789285,0.408260,0.306155,-0.859996,50.00,False
-116.896392,1.019549,26.402355,0.946973,0.265122,0.181526,50.00,False
-123.622812,5.185687,27.327065,-0.398311,0.239705,0.885376,50.00,False
-124.131034,14.378201,24.425680,-0.499955,0.266568,0.824006,50.00,False
-124.713690,21.494539,21.150219,-0.616486,0.383204,0.687822,50.00,False
-125.493727,24.885202,14.334728,-0.772494,0.615469,-0.156368,50.00,False
-123.169330,18.984795,7.978174,-0.307614,0.281972,-0.908771,50.00,False
-123.531173,5.217269,5.357768,-0.379983,0.142542,-0.913945,50.00,False
-122.984943,-3.114580,11.595462,-0.270737,0.447149,0.852502,50.00,False
-119.478320,11.173465,9.112941,0.430588,0.221662,0.874906,50.00,False
-119.464175,16.093373,2.264659,0.433417,0.900870,0.024157,50.00,False
-123.973042,7.490454,-4.795797,-0.468357,0.159484,-0.869026,50.00,False
-122.498907,10.973403,1.741587,-0.173530,0.230982,0.957358,50.00,False
-122.508185,7.454105,-10.351484,-0.175385,0.284991,-0.942348,50.00,False
-120.323085,7.939098,-3.712667,0.261635,0.337264,0.904323,50.00,False
-123.519201,15.081273,-6.640436,-0.377588,0.394619,0.837677,50.00,False
-125.021405,19.681572,-10.946058,-0.678029,0.542951,0.495460,50.00,False
-125.475779,21.216722,-16.223270,-0.768904,0.638044,-0.041074,50.00,False
-124.328072,19.741517,-21.515445,-0.539363,0.609910,-0.580601,50.00,False
-122.226303,15.637353,-25.505561,-0.119009,0.496713,-0.859717,50.00,False
-120.074991,10.217105,-28.039383,0.311254,0.429815,-0.847573,50.00,False
-123.926135,5.368332,-30.403654,-0.458975,0.383286,-0.801520,50.00,False
-126.307095,7.781309,-29.134157,-0.935167,0.353041,-0.028713,50.00,False
-126.407077,3.341534,-30.331479,-0.955164,0.157469,0.250731,50.00,False
-125.535338,5.681903,-37.164641,-0.780816,0.184189,-0.596994,50.00,False
-120.238001,9.893878,-32.054353,0.278652,0.176835,0.943972,50.00,False
-118.664394,8.083452,-40.969768,0.593373,0.738497,-0.320203,50.00,False
-120.809597,10.102779,-46.234754,0.164332,0.493131,-0.854293,50.00,False
-118.646296,8.628001,-41.678872,0.596993,0.558627,0.575791,50.00,False
-121.097879,12.548033,-42.593271,0.106676,0.396491,0.911820,50.00,False
-122.198436,18.872995,-45.107502,-0.113435,0.355203,0.927881,50.00,False
-122.831963,25.627910,-47.823015,-0.240141,0.354519,0.903686,50.00,False
-123.261784,32.078956,-50.589060,-0.326105,0.371248,0.869385,50.00,False
-123.580642,37.963587,-53.378326,-0.389877,0.397953,0.830440,50.00,False
-123.830062,43.205111,-56.187614,-0.439761,0.431822,0.787490,50.00,False
-124.030132,47.801490,-59.020581,-0.479774,0.471706,0.739804,50.00,False
-124.189546,51.780063,-61.883127,-0.511657,0.517042,0.686203,50.00,False
-124.309961,55.178521,-64.781719,-0.535740,0.567333,0.625392,50.00,False
-124.388262,58.036434,-67.722306,-0.551401,0.621786,0.556183,50.00,False
-124.418173,60.391079,-70.709045,-0.557383,0.679033,0.477743,50.00,False
-124.391965,62.275215,-73.742565,-0.552141,0.736941,0.389946,50.00,False
-124.302720,63.716453,-76.818043,-0.534292,0.792614,0.293759,50.00,False
