t,obj_temp,amb_temp,temp_ema,dTdt,planned_speed,plasma_power,standoff_mm,action,next_speed,next_power,next_standoff_mm,predicted_temp,reason
1768694169.226078,29.680409674350635,24.0,30.01376233419463,-0.7138810274840669,60.0,80.0,10.0,safe,60.0,80.0,10.0,30.01376233419463,Selected lowest-risk action
1768694169.431116,29.550814370112658,24.0,29.874877944970038,-0.6773590327145687,60.0,80.0,10.0,safe,60.0,80.0,10.0,29.874877944970038,Selected lowest-risk action
1768694169.635443,29.42563774316837,24.0,29.740105884429536,-0.6595904974314982,60.0,80.0,10.0,safe,60.0,80.0,10.0,29.740105884429536,Selected lowest-risk action
1768694169.840482,29.303876916042398,24.0,29.609237193913394,-0.6382623548325977,60.0,80.0,10.0,safe,60.0,80.0,10.0,29.609237193913394,Selected lowest-risk action
1768694170.040569,29.188709943491638,24.0,29.483079018786867,-0.6305163788608694,60.0,80.0,10.0,safe,60.0,80.0,10.0,29.483079018786867,Selected lowest-risk action
1768694170.24563,29.07422307900073,24.0,29.360422236851022,-0.5981479000993418,60.0,80.0,10.0,safe,60.0,80.0,10.0,29.360422236851022,Selected lowest-risk action
1768694170.450689,28.96325889358771,24.0,29.241273233872025,-0.5810472744289114,60.0,80.0,10.0,safe,60.0,80.0,10.0,29.241273233872025,Selected lowest-risk action
1768694170.6547031,28.85625517038021,24.0,29.125767814824478,-0.56616400563845,60.0,80.0,10.0,safe,60.0,80.0,10.0,29.125767814824478,Selected lowest-risk action
1768694170.859745,28.752005118752866,24.0,29.01363900600299,-0.5468580656868348,60.0,80.0,10.0,safe,60.0,80.0,10.0,29.01363900600299,Selected lowest-risk action
1768694171.064839,28.650934001805393,24.0,28.904827504743707,-0.5305448974778869,60.0,80.0,10.0,safe,60.0,80.0,10.0,28.904827504743707,Selected lowest-risk action
1768694171.268786,28.553521273540404,24.0,28.799435635382714,-0.5167608967195965,60.0,80.0,10.0,safe,60.0,80.0,10.0,28.799435635382714,Selected lowest-risk action
1768694171.470963,28.459907600862216,24.0,28.697577225026563,-0.5038079816678045,60.0,80.0,10.0,safe,60.0,80.0,10.0,28.697577225026563,Selected lowest-risk action
1768694171.6710641,28.370065070699333,24.0,28.59932357872839,-0.4910199296818221,60.0,80.0,10.0,safe,60.0,80.0,10.0,28.59932357872839,Selected lowest-risk action
1768694171.876111,28.28076504394566,24.0,28.503756018293572,-0.46607661020966124,60.0,80.0,10.0,safe,60.0,80.0,10.0,28.503756018293572,Selected lowest-risk action
1768694172.079385,28.194959681452637,24.0,28.41111711724129,-0.4557341113980445,60.0,80.0,10.0,safe,60.0,80.0,10.0,28.41111711724129,Selected lowest-risk action
1768694172.2804081,28.11269229035355,24.0,28.321589669174966,-0.44535900233217124,60.0,80.0,10.0,safe,60.0,80.0,10.0,28.321589669174966,Selected lowest-risk action
1768694172.4847639,28.031582910199674,24.0,28.234587641482378,-0.42573816429145145,60.0,80.0,10.0,safe,60.0,80.0,10.0,28.234587641482378,Selected lowest-risk action
1768694172.689811,27.952693694539242,24.0,28.150019457399434,-0.41243290672630767,60.0,80.0,10.0,safe,60.0,80.0,10.0,28.150019457399434,Selected lowest-risk action
1768694172.894851,27.876233455463687,24.0,28.067883656818708,-0.40058432199877014,60.0,80.0,10.0,safe,60.0,80.0,10.0,28.067883656818708,Selected lowest-risk action
1768694173.09635,27.803404666023834,24.0,27.988539959580244,-0.39376722976576717,60.0,80.0,10.0,safe,60.0,80.0,10.0,27.988539959580244,Selected lowest-risk action
1768694173.3010628,27.73165019763282,24.0,27.911473030996014,-0.37646352882569784,60.0,80.0,10.0,safe,60.0,80.0,10.0,27.911473030996014,Selected lowest-risk action
1768694173.502146,27.663332763859515,24.0,27.837030950855063,-0.3702053991960102,60.0,80.0,10.0,safe,60.0,80.0,10.0,27.837030950855063,Selected lowest-risk action
1768694173.707249,27.595751683299863,24.0,27.764647170588503,-0.35291442988100213,60.0,80.0,10.0,safe,60.0,80.0,10.0,27.764647170588503,Selected lowest-risk action
1768694173.912292,27.530268561699362,24.0,27.69433358792176,-0.34292102681406766,60.0,80.0,10.0,safe,60.0,80.0,10.0,27.69433358792176,Selected lowest-risk action
1768694174.116823,27.46695799194754,24.0,27.626120909129494,-0.33350784973057934,60.0,80.0,10.0,safe,60.0,80.0,10.0,27.626120909129494,Selected lowest-risk action
1768694174.318645,27.406402845972465,24.0,27.560205490182383,-0.32660168404783024,60.0,80.0,10.0,safe,60.0,80.0,10.0,27.560205490182383,Selected lowest-risk action
1768694174.5237,27.346739678620015,24.0,27.49616574671367,-0.3123052057695671,60.0,80.0,10.0,safe,60.0,80.0,10.0,27.49616574671367,Selected lowest-risk action
1768694174.725744,27.289760786063454,24.0,27.434244258518603,-0.30647524836450696,60.0,80.0,10.0,safe,60.0,80.0,10.0,27.434244258518603,Selected lowest-risk action
1768694174.926456,27.234873265447455,24.0,27.374432960597257,-0.29799567631255275,60.0,80.0,10.0,safe,60.0,80.0,10.0,27.374432960597257,Selected lowest-risk action
1768694175.1315,27.180489487055237,24.0,27.316249918534652,-0.28375876994914573,60.0,80.0,10.0,safe,60.0,80.0,10.0,27.316249918534652,Selected lowest-risk action
1768694175.336549,27.127776828978902,24.0,27.259707991667927,-0.2757483158009432,60.0,80.0,10.0,safe,60.0,80.0,10.0,27.259707991667927,Selected lowest-risk action
1768694175.541595,27.07668624515346,24.0,27.204801467713587,-0.26777669608184085,60.0,80.0,10.0,safe,60.0,80.0,10.0,27.204801467713587,Selected lowest-risk action
1768694175.746639,27.027167048834308,24.0,27.1515111420498,-0.25989698586531274,60.0,80.0,10.0,safe,60.0,80.0,10.0,27.1515111420498,Selected lowest-risk action
1768694175.95169,26.97917012771775,24.0,27.09980883775018,-0.2521437013056297,60.0,80.0,10.0,safe,60.0,80.0,10.0,27.09980883775018,Selected lowest-risk action
1768694176.152204,26.93367850032394,24.0,27.049969736522307,-0.24855661851838773,60.0,80.0,10.0,safe,60.0,80.0,10.0,27.049969736522307,Selected lowest-risk action
1768694176.3572512,26.88855751527015,24.0,27.00154607014666,-0.23615871257286894,60.0,80.0,10.0,safe,60.0,80.0,10.0,27.00154607014666,Selected lowest-risk action
1768694176.5612988,26.845037180855947,24.0,26.954593403359446,-0.2301063497020173,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.954593403359446,Selected lowest-risk action
1768694176.7622242,26.803494842706595,24.0,26.90926383516359,-0.22560402733239432,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.90926383516359,Selected lowest-risk action
1768694176.966513,26.762529909330237,24.0,26.865243657413583,-0.21548021602121611,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.865243657413583,Selected lowest-risk action
1768694177.168881,26.723189036630583,24.0,26.822627271178682,-0.21058854072852748,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.822627271178682,Selected lowest-risk action
1768694177.3723361,26.68484694151484,24.0,26.78129317227953,-0.2031606806903033,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.78129317227953,Selected lowest-risk action
1768694177.5766861,26.647506497353838,24.0,26.74115716980182,-0.19640814057568748,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.74115716980182,Selected lowest-risk action
1768694177.776844,26.61205350656614,24.0,26.702426070831116,-0.19350274303052967,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.702426070831116,Selected lowest-risk action
1768694177.981885,26.576825787882143,24.0,26.66474598594642,-0.1837685996253678,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.66474598594642,Selected lowest-risk action
1768694178.18329,26.543287040156063,24.0,26.628308302209312,-0.18091742998469515,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.628308302209312,Selected lowest-risk action
1768694178.386104,26.51053416350625,24.0,26.59297606059839,-0.1742099845740074,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.59297606059839,Selected lowest-risk action
1768694178.5903208,26.47855766027638,24.0,26.558650540501784,-0.16808379019863479,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.558650540501784,Selected lowest-risk action
1768694178.792193,26.447916666161078,24.0,26.52543037819957,-0.16456043502913845,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.52543037819957,Selected lowest-risk action
1768694178.995776,26.417952073794204,24.0,26.493186886877957,-0.15838007589300582,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.493186886877957,Selected lowest-risk action
1768694179.200819,26.388693764597438,24.0,26.4618389501938,-0.15288463805326583,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.4618389501938,Selected lowest-risk action
1768694179.405427,26.360395486697655,24.0,26.431405911144957,-0.1487382920930202,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.431405911144957,Selected lowest-risk action
1768694179.610493,26.332904769831092,24.0,26.401855568750797,-0.14410164212349066,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.401855568750797,Selected lowest-risk action
1768694179.815524,26.306263930790568,24.0,26.373178077362724,-0.13986894417429802,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.373178077362724,Selected lowest-risk action
1768694180.020569,26.280440649549302,24.0,26.345356849018696,-0.13568353485353052,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.345356849018696,Selected lowest-risk action
1768694180.22244,26.25579879244508,24.0,26.31848943204661,-0.13309206299654944,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.31848943204661,Selected lowest-risk action
1768694180.424632,26.23186535396779,24.0,26.292502208622963,-0.12852741290918804,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.292502208622963,Selected lowest-risk action
1768694180.627522,26.20857768898272,24.0,26.26732485273089,-0.1240936759268036,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.26732485273089,Selected lowest-risk action
1768694180.827672,26.186303770003075,24.0,26.243018527912547,-0.12144053581445789,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.243018527912547,Selected lowest-risk action
1768694181.032448,26.164199103629493,24.0,26.219372700627627,-0.11547164543714797,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.219372700627627,Selected lowest-risk action
1768694181.233231,26.143191104057127,24.0,26.196518221656476,-0.11382675497285615,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.196518221656476,Selected lowest-risk action
1768694181.43682,26.122531143610022,24.0,26.174322098242538,-0.10902419824428823,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.174322098242538,Selected lowest-risk action
1768694181.641866,26.102358885352444,24.0,26.15273313437551,-0.10528842475896921,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.15273313437551,Selected lowest-risk action
1768694181.8469179,26.082806309926955,24.0,26.13175508704094,-0.10230603784381646,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.13175508704094,Selected lowest-risk action
1768694182.051498,26.063898826355235,24.0,26.111398208835226,-0.09950567690288906,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.111398208835226,Selected lowest-risk action
1768694182.2565491,26.045529480314126,24.0,26.091637590278896,-0.09636920011730406,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.091637590278896,Selected lowest-risk action
1768694182.4615989,26.02772508735032,24.0,26.07246383940032,-0.09350779788988356,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.07246383940032,Selected lowest-risk action
1768694182.6666439,26.010468755047697,24.0,26.053865314094534,-0.09070460963646759,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.053865314094534,Selected lowest-risk action
1768694182.871685,25.99374342422674,24.0,26.035828747134197,-0.08796558734892083,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.035828747134197,Selected lowest-risk action
1768694183.074642,25.977697494129988,24.0,26.018389371232935,-0.08592649287020036,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.018389371232935,Selected lowest-risk action
1768694183.278858,25.962043301769363,24.0,26.001485550393863,-0.0827742221772666,60.0,80.0,10.0,safe,60.0,80.0,10.0,26.001485550393863,Selected lowest-risk action
1768694183.483906,25.946806932699285,24.0,25.985081965085485,-0.07999872501932682,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.985081965085485,Selected lowest-risk action
1768694183.686823,25.93219261504374,24.0,25.969215160072956,-0.07819362554270516,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.969215160072956,Selected lowest-risk action
1768694183.887336,25.918191022327886,24.0,25.953907918749437,-0.07634034612093095,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.953907918749437,Selected lowest-risk action
1768694184.089649,25.904488574327477,24.0,25.939082115422845,-0.07328153534560164,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.939082115422845,Selected lowest-risk action
1768694184.290878,25.89127319835987,24.0,25.924739440303952,-0.07127535452156676,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.924739440303952,Selected lowest-risk action
1768694184.4959161,25.878214244232378,24.0,25.910781881482478,-0.06807301090608239,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.910781881482478,Selected lowest-risk action
1768694184.699391,25.865653238952444,24.0,25.897243288723466,-0.066536963873635,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.897243288723466,Selected lowest-risk action
1768694184.904114,25.85340092977418,24.0,25.884090581038677,-0.06424632304239983,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.884090581038677,Selected lowest-risk action
1768694185.104419,25.841781264978657,24.0,25.87139778622067,-0.06336734362886086,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.87139778622067,Selected lowest-risk action
1768694185.309522,25.830240632955732,24.0,25.859050640241186,-0.060199757016832924,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.859050640241186,Selected lowest-risk action
1768694185.514626,25.819055133610846,24.0,25.847051988252083,-0.05850029936275999,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.847051988252083,Selected lowest-risk action
1768694185.718945,25.808255184721304,24.0,25.83541294719285,-0.056965045078165015,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.83541294719285,Selected lowest-risk action
1768694185.923978,25.797749594789792,24.0,25.82411394147193,-0.055108212824949564,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.82411394147193,Selected lowest-risk action
1768694186.1290848,25.787563517699056,24.0,25.813148814340064,-0.05346059026094836,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.813148814340064,Selected lowest-risk action
1768694186.334135,25.777693544683554,24.0,25.80251223344311,-0.05187305030378217,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.80251223344311,Selected lowest-risk action
1768694186.535445,25.768301569707884,24.0,25.79224903432254,-0.05098208351250277,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.79224903432254,Selected lowest-risk action
1768694186.735617,25.75924478596168,24.0,25.782347759814282,-0.04946384662259142,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.782347759814282,Selected lowest-risk action
1768694186.940664,25.750245950850093,24.0,25.772717217125024,-0.04696745895344054,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.772717217125024,Selected lowest-risk action
1768694187.145708,25.74152401491344,24.0,25.76335925646155,-0.04563878602708775,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.76335925646155,Selected lowest-risk action
1768694187.3509738,25.733061174864805,24.0,25.754269831982523,-0.04428125012349776,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.754269831982523,Selected lowest-risk action
1768694187.5522969,25.725016472334865,24.0,25.74549382408822,-0.04359167349403684,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.74549382408822,Selected lowest-risk action
1768694187.752598,25.71725432554826,24.0,25.737021974526233,-0.04229555697164727,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.737021974526233,Selected lowest-risk action
1768694187.953294,25.709710525787408,24.0,25.728828539904583,-0.040825103479913825,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.728828539904583,Selected lowest-risk action
1768694188.154123,25.702388960373852,24.0,25.720896666045363,-0.039495654066686654,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.720896666045363,Selected lowest-risk action
1768694188.359166,25.695138968264306,24.0,25.71316935671104,-0.03768631652835,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.71316935671104,Selected lowest-risk action
1768694188.561635,25.688200221566962,24.0,25.705678616167816,-0.036996954869501456,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.705678616167816,Selected lowest-risk action
1768694188.7666738,25.68138676797323,24.0,25.698391061709437,-0.035542321542565786,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.698391061709437,Selected lowest-risk action
1768694188.971724,25.674782522406584,24.0,25.691308499918577,-0.034540618608197224,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.691308499918577,Selected lowest-risk action
1768694189.174881,25.66844045787739,24.0,25.684448087306222,-0.03376902772396887,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.684448087306222,Selected lowest-risk action
1768694189.378506,25.66227753073893,24.0,25.677796920336032,-0.03266380922732704,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.677796920336032,Selected lowest-risk action
1768694189.583562,25.65626090391286,24.0,25.67133611540908,-0.03150752202832557,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.67133611540908,Selected lowest-risk action
1768694189.788606,25.650429601788215,24.0,25.665064161322817,-0.03058832803517435,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.665064161322817,Selected lowest-risk action
1768694189.988731,25.644913275329735,24.0,25.65901889552489,-0.030207452500705893,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.65901889552489,Selected lowest-risk action
1768694190.189308,25.639550417400898,24.0,25.65317835208769,-0.029118706711348506,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.65317835208769,Selected lowest-risk action
1768694190.3910341,25.63431914631887,24.0,25.647520590357043,-0.028046737514664428,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.647520590357043,Selected lowest-risk action
1768694190.596076,25.629162779241494,24.0,25.642013247022376,-0.026859601512971308,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.642013247022376,Selected lowest-risk action
1768694190.801131,25.624164706471195,24.0,25.63665868485702,-0.026112809769047462,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.63665868485702,Selected lowest-risk action
1768694191.001536,25.619430194416104,24.0,25.631490137724747,-0.025790525009058332,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.631490137724747,Selected lowest-risk action
1768694191.204076,25.61478909295747,24.0,25.626479824294563,-0.02473738269656517,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.626479824294563,Selected lowest-risk action
1768694191.4042282,25.610342018261463,24.0,25.62163848248463,-0.024188306738621483,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.62163848248463,Selected lowest-risk action
1768694191.606773,25.605976911208526,24.0,25.616940011101796,-0.023197208487132838,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.616940011101796,Selected lowest-risk action
1768694191.8103511,25.60172285609072,24.0,25.612374864598472,-0.022424531443910035,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.612374864598472,Selected lowest-risk action
1768694192.014375,25.59758966826301,24.0,25.607939305697833,-0.0217403953536996,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.607939305697833,Selected lowest-risk action
1768694192.219425,25.593562785477538,24.0,25.603626349631746,-0.021033680773513558,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.603626349631746,Selected lowest-risk action
1768694192.424463,25.589660027861694,24.0,25.59943645310073,-0.020434724717938897,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.59943645310073,Selected lowest-risk action
1768694192.629507,25.585877169674202,24.0,25.59536866807277,-0.019838592741669988,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.59536866807277,Selected lowest-risk action
1768694192.834553,25.582210625254113,24.0,25.59142125522717,-0.019251358376724464,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.59142125522717,Selected lowest-risk action
1768694193.035702,25.578724355534153,24.0,25.587612185319266,-0.018936560249156374,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.587612185319266,Selected lowest-risk action
1768694193.2407548,25.575277689212438,24.0,25.583911836487214,-0.018045829573106978,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.583911836487214,Selected lowest-risk action
1768694193.445798,25.57193723342406,24.0,25.580319455568265,-0.01752012778629142,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.580319455568265,Selected lowest-risk action
1768694193.649778,25.568716251558257,24.0,25.576838494365262,-0.01706521095991696,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.576838494365262,Selected lowest-risk action
1768694193.8548212,25.565577571066747,24.0,25.573460217375704,-0.01647591863668653,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.573460217375704,Selected lowest-risk action
1768694194.059936,25.562534339208877,24.0,25.570182453925653,-0.015980137891049725,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.570182453925653,Selected lowest-risk action
1768694194.264992,25.559585589964986,24.0,25.56700339473745,-0.015503374352594709,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.56700339473745,Selected lowest-risk action
1768694194.469027,25.556741795770556,24.0,25.563924915047384,-0.015087994856148703,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.563924915047384,Selected lowest-risk action
1768694194.6740649,25.553971484052767,24.0,25.560938885748996,-0.014563308953633829,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.560938885748996,Selected lowest-risk action
1768694194.879175,25.55128542255376,24.0,25.558042846790425,-0.0141194379922344,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.558042846790425,Selected lowest-risk action
1768694195.08422,25.54868282482634,24.0,25.555234840201198,-0.01369458800334014,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.555234840201198,Selected lowest-risk action
1768694195.2890828,25.546162512516077,24.0,25.552513141895663,-0.01328546650152425,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.552513141895663,Selected lowest-risk action
1768694195.4915211,25.543748555596682,24.0,25.54988376600597,-0.01298852629132014,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.54988376600597,Selected lowest-risk action
1768694195.6965692,25.541377731548256,24.0,25.547331955668653,-0.012444936252573,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.547331955668653,Selected lowest-risk action
1768694195.901681,25.53907912206398,24.0,25.54485610558725,-0.01207073791594936,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.54485610558725,Selected lowest-risk action
1768694196.102633,25.536896394378633,24.0,25.542468192224664,-0.011883000577025828,60.0,80.0,10.0,safe,60.0,80.0,10.0,25.542468192224664,Selected lowest-risk action
